"userid","pos_emoji_count","neg_emoji_count","net_emoji_count"
"ff3b58883dacb5c2dbd83b3e0b8f0e6f","0.0","0.0","0.0"
"861957e6f5f77768ad85b497623688f9","0.032258064516129031","0.0","0.032258064516129031"
"2dc31ea483d5f518d4ca30d4e850e4a7","0.0","0.0","0.0"
"fabdbdf53562be91ebbabd5e185e01b7","0.0093023255813953487","0.0093023255813953487","0.0"
"441f67f698b2faa8c5eb8086723b7c3f","0.051724137931034482","0.0086206896551724137","0.043103448275862072"
"d3f0ddf6db92ab318bba5ea018a552e6","0.011904761904761904","0.0","0.011904761904761904"
"134ff762503939009e98fdddbcd2f6e3","0.014814814814814815","0.022222222222222223","-0.0074074074074074077"
"74bcc8cc2711ff0ca8c366217ccd7e23","0.32258064516129031","0.0","0.32258064516129031"
"36c38dfbc46fdf3793c0e3899bae2b7f","0.0","0.0","0.0"
"9a9f3e802a37cd048ab5ef6782297817","0.046511627906976744","0.0","0.046511627906976744"
"f618bc0a98b5ec837ba8d1f74193bb2d","0.034482758620689655","0.0","0.034482758620689655"
"e9dd6322d8c6187a28e148cf511cb9bd","0.033707865168539325","0.011235955056179775","0.02247191011235955"
"04f40666c6efdce4fd0db832f1d820d0","0.0","0.0","0.0"
"433421dfb7f37c978bda2fba25f7c8e4","0.023809523809523808","0.023809523809523808","0.0"
"c76c26204fce8c2d7633d6493e1d9231","0.12658227848101267","0.018987341772151899","0.10759493670886076"
"00f279f159cd79ffb678548697f6ab53","0.14285714285714285","0.0","0.14285714285714285"
"768ab94a3daa2c34c56fe9be9347cd4f","0.028409090909090908","0.0","0.028409090909090908"
"110207bacb0ca0417b3b70b176de0a5a","0.38812785388127852","0.031963470319634701","0.35616438356164382"
"3e68dd3f2fb59cfba3e7e916f89d1d8c","0.20370370370370369","0.037037037037037035","0.16666666666666666"
"999bf7a3988bd2a20a65d624cdd91777","0.0","0.0054644808743169399","-0.0054644808743169399"
"cf582a5e8a6c5cb98432c6c28870453d","0.062992125984251968","0.031496062992125984","0.031496062992125984"
"1f1b270a5cdda708d774c09b973d08eb","0.0","0.0","0.0"
"46e968ba65a84238b58bb9c700dbbfcf","0.0","0.0","0.0"
"eef0c484af294a45e2b97528749fcfb2","0.11627906976744186","0.011627906976744186","0.10465116279069768"
"59075e479e7a8ea2256e9b7ed944f0fa","0.014705882352941176","0.0","0.014705882352941176"
"2839e220aa674db31ad88f81fa817684","0.040000000000000001","0.0","0.040000000000000001"
"b177289c3f3b3c56a09cf0f37d2292d5","0.012345679012345678","0.0","0.012345679012345678"
"62e256828a5a42cc8f14cbc8db33e04f","0.063291139240506333","0.012658227848101266","0.050632911392405063"
"b7cd104f1718a09b2a00e72f5518f4e9","0.090909090909090912","0.012626262626262626","0.078282828282828287"
"4ce2376bd09b20eaa9ee4c52f7d57c38","0.0078431372549019607","0.0","0.0078431372549019607"
"75ac0524645b5df5f4ecaec61595081a","0.055900621118012424","0.0062111801242236021","0.049689440993788817"
"cf5ff2fd099755a659b1806cd690fa10","0.033783783783783786","0.0067567567567567571","0.027027027027027029"
"a7eab64c3addf958ba81f8ce4153e646","0.013422818791946308","0.0067114093959731542","0.0067114093959731542"
"f24cb4fbc0f958ea58f818a7b37c73da","0.14084507042253522","0.042253521126760563","0.098591549295774641"
"783e4c754d8e2518bb3a69de8df8c9bb","0.060606060606060608","0.060606060606060608","0.0"
"4541f8dc01b2b0961aa29c27bcb8966f","0.0","0.0","0.0"
"a757bca23b7987aef804ae70e104b87b","0.0","0.0","0.0"
"53b3bff4726ed8289f4da5685a215ea9","0.053908355795148251","0.013477088948787063","0.040431266846361183"
"7c8eea86a11c2706718b957c5a355966","0.0","0.003952569169960474","-0.003952569169960474"
"24737524ccca34488d3ef9f3f13968b9","0.0","0.0","0.0"
"4942688ae47f002fbfdea0c2c16fcea0","0.125","0.0","0.125"
"6497f553b0b9caf8927b54032673a5be","0.2513089005235602","0.041884816753926704","0.20942408376963351"
